# ECalBin GEMLayer xMin xMax yMin yMax
78 6 -0.35 0 -0.35 0
78 7 -0.4 -0.05 -0.35 0.05
79 0 -0.2 0.05 -0.25 0.1
79 1 -0.2 0.05 -0.25 0.1
79 2 -0.2 0.05 -0.25 0.1
79 3 -0.25 0 -0.25 0.1
79 4 -0.25 0 -0.25 0.1
79 5 -0.3 0.1 -0.25 0.1
79 6 -0.35 0 -0.35 0.1
79 7 -0.35 0 -0.3 0.1
80 0 -0.15 0.05 -0.25 0.15
80 1 -0.2 0.05 -0.25 0.15
80 2 -0.2 0.05 -0.25 0.15
80 3 -0.25 0.05 -0.25 0.15
80 4 -0.25 0.05 -0.25 0.15
80 5 -0.25 0 -0.25 0.15
80 6 -0.25 0 -0.25 0.15
80 7 -0.3 0 -0.25 0.15
81 0 -0.15 0.1 -0.15 0.2
81 1 -0.2 0.05 -0.15 0.25
81 2 -0.2 0.05 -0.15 0.2
81 3 -0.2 0.05 -0.15 0.2
81 4 -0.25 0.05 -0.15 0.25
81 5 -0.25 0 -0.15 0.2
81 6 -0.25 0.05 -0.15 0.2
81 7 -0.3 0.05 -0.2 0.25
82 0 -0.15 0.1 -0.15 0.25
82 1 -0.15 0.1 -0.1 0.25
82 2 -0.2 0.1 -0.1 0.25
82 3 -0.2 0.05 -0.1 0.25
82 4 -0.2 0.05 -0.1 0.25
82 5 -0.25 0.05 -0.1 0.25
82 6 -0.25 0 -0.1 0.3
82 7 -0.25 0 -0.1 0.35
83 0 -0.15 0.1 -0.05 0.25
83 1 -0.15 0.1 -0.05 0.25
83 2 -0.2 0.1 -0.05 0.25
83 3 -0.2 0.05 -0.05 0.25
83 4 -0.2 0.05 -0.05 0.25
83 5 -0.25 0.05 -0.05 0.25
83 6 -0.25 0.05 -0.05 0.35
83 7 -0.25 0.05 -0.05 0.35
84 0 -0.2 0.15 0 0.25
84 1 -0.15 0.15 0 0.25
84 2 -0.2 0.15 0 0.25
84 3 -0.2 0.15 0 0.25
84 4 -0.2 0.1 0 0.25
84 5 -0.25 0.1 0 0.25
84 6 -0.25 0.15 0 0.3
84 7 -0.25 0.05 0 0.35
85 0 -0.15 0.15 -0.25 -0.1
85 1 -0.3 0.3 0.05 0.25
85 2 0 0.3 0.05 0.25
85 3 -0.25 0 -0.25 0
85 4 0 0.25 0.05 0.25
85 5 0.6 0.8 -0.25 0
85 6 -0.25 0.1 -0.35 -0.15
85 7 -0.25 0.05 -0.35 -0.15
86 0 -0.15 0.1 -0.25 -0.05
86 1 -0.15 0.1 -0.25 -0.05
86 2 -0.2 0.1 -0.25 -0.05
86 3 -0.2 0.1 -0.25 -0.05
86 4 -0.2 0.05 -0.25 -0.05
86 5 -0.2 0.05 -0.25 -0.05
86 6 -0.25 0.05 -0.3 -0.05
86 7 -0.25 0.05 -0.35 -0.1
87 0 -0.1 0.15 -0.25 0
87 1 -0.15 0.1 -0.25 0
87 2 -0.15 0.1 -0.25 0
87 3 -0.2 0.1 -0.25 0.05
87 4 -0.2 0.1 -0.25 0
87 5 -0.25 0.05 -0.25 0
87 6 -0.25 0.1 -0.3 0.05
87 7 -0.25 0.1 -0.3 0.05
88 0 -0.1 0.15 -0.25 0.1
88 1 -0.15 0.15 -0.25 0.1
88 2 -0.15 0.1 -0.25 0.1
88 3 -0.15 0.1 -0.25 0.1
88 4 -0.2 0.15 -0.25 0.1
88 5 -0.2 0.1 -0.25 0.1
88 6 -0.25 0.05 -0.3 0.1
88 7 -0.25 0.1 -0.3 0.1
89 0 -0.1 0.15 -0.25 0.15
89 1 -0.1 0.15 -0.25 0.15
89 2 -0.15 0.1 -0.25 0.15
89 3 -0.2 0.1 -0.25 0.15
89 4 -0.15 0.1 -0.25 0.15
89 5 -0.2 0.1 -0.25 0.2
89 6 -0.2 0.1 -0.25 0.15
89 7 -0.2 0.05 -0.25 0.15
90 0 -0.1 0.15 -0.15 0.2
90 1 -0.1 0.15 -0.15 0.25
90 2 -0.15 0.1 -0.15 0.2
90 3 -0.15 0.15 -0.2 0.2
90 4 -0.2 0.15 -0.15 0.2
90 5 -0.2 0.15 -0.15 0.25
90 6 -0.2 0.1 -0.2 0.2
90 7 -0.25 0.05 -0.2 0.35
91 0 -0.1 0.15 -0.1 0.25
91 1 -0.1 0.15 -0.1 0.25
91 2 -0.15 0.15 -0.1 0.25
91 3 -0.15 0.1 -0.1 0.25
91 4 -0.15 0.1 -0.1 0.25
91 5 -0.15 0.1 -0.15 0.25
91 6 -0.2 0.1 -0.15 0.3
91 7 -0.2 0.05 -0.1 0.3
92 0 -0.1 0.15 -0.05 0.25
92 1 -0.1 0.15 -0.05 0.25
92 2 -0.1 0.1 -0.05 0.25
92 3 -0.15 0.15 -0.05 0.25
92 4 -0.15 0.1 -0.05 0.25
92 5 -0.15 0.15 -0.05 0.25
92 6 -0.2 0.1 -0.1 0.3
92 7 -0.2 0.1 -0.05 0.3
93 0 -0.1 0.2 0 0.25
93 1 -0.1 0.15 0 0.25
93 2 -0.15 0.2 0 0.25
93 3 -0.15 0.15 0 0.25
93 4 -0.15 0.15 0 0.25
93 5 -0.15 0.1 0 0.25
93 6 -0.25 0.2 0 0.3
93 7 -0.25 0.2 0 0.35
94 0 -0.05 0.25 -0.25 -0.05
94 1 -0.05 0.25 -0.25 -0.05
94 2 -0.1 0.2 -0.25 -0.1
94 3 -0.35 0.2 0.1 0.25
94 4 -0.1 0.15 0.1 0.25
94 5 -0.1 0.15 0.1 0.25
94 6 -0.15 0.15 -0.3 -0.05
94 7 -0.15 0.15 -0.35 -0.1
95 0 -0.05 0.2 -0.25 -0.05
95 1 -0.05 0.2 -0.25 -0.05
95 2 -0.1 0.2 -0.25 -0.05
95 3 -0.1 0.15 -0.25 -0.05
95 4 -0.1 0.15 -0.25 -0.05
95 5 -0.1 0.15 -0.25 -0.05
95 6 -0.15 0.15 -0.3 -0.05
95 7 -0.2 0.15 -0.35 0
96 0 -0.05 0.2 -0.25 0
96 1 -0.05 0.2 -0.25 0
96 2 -0.1 0.2 -0.25 0
96 3 -0.1 0.2 -0.25 0
96 4 -0.1 0.2 -0.25 0
96 5 -0.15 0.2 -0.25 0
96 6 -0.15 0.15 -0.35 0
96 7 -0.15 0.2 -0.3 0.05
97 0 -0.05 0.2 -0.25 0.1
97 1 -0.05 0.2 -0.25 0.1
97 2 -0.1 0.2 -0.25 0.1
97 3 -0.1 0.2 -0.25 0.1
97 4 -0.1 0.15 -0.25 0.1
97 5 -0.15 0.15 -0.25 0.1
97 6 -0.15 0.15 -0.35 0.1
97 7 -0.25 0.2 -0.3 0.15
98 0 -0.05 0.2 -0.2 0.15
98 1 -0.05 0.2 -0.2 0.15
98 2 -0.1 0.2 -0.25 0.15
98 3 -0.1 0.15 -0.25 0.15
98 4 -0.1 0.15 -0.25 0.15
98 5 -0.15 0.15 -0.25 0.15
98 6 -0.15 0.2 -0.25 0.15
98 7 -0.15 0.15 -0.25 0.15
99 0 -0.05 0.2 -0.15 0.2
99 1 -0.05 0.2 -0.15 0.2
99 2 -0.1 0.2 -0.15 0.2
99 3 -0.1 0.15 -0.15 0.2
99 4 -0.1 0.15 -0.15 0.2
99 5 -0.15 0.2 -0.15 0.25
99 6 -0.15 0.2 -0.15 0.2
99 7 -0.2 0.2 -0.2 0.2
100 0 -0.05 0.2 -0.1 0.25
100 1 -0.05 0.2 -0.1 0.25
100 2 -0.1 0.2 -0.15 0.25
100 3 -0.1 0.2 -0.1 0.25
100 4 -0.1 0.15 -0.1 0.25
100 5 -0.1 0.2 -0.1 0.25
100 6 -0.1 0.15 -0.1 0.3
100 7 -0.2 0.15 -0.1 0.3
101 0 -0.05 0.2 -0.05 0.25
101 1 -0.05 0.2 -0.05 0.25
101 2 -0.1 0.2 -0.05 0.25
101 3 -0.1 0.15 -0.05 0.25
101 4 -0.1 0.15 -0.05 0.25
101 5 -0.1 0.15 -0.05 0.25
101 6 -0.15 0.15 -0.05 0.3
101 7 -0.15 0.15 -0.05 0.3
102 0 -0.1 0.2 0 0.25
102 1 -0.1 0.2 0 0.25
102 2 -0.15 0.25 0 0.25
102 3 -0.1 0.2 0 0.25
102 4 -0.1 0.15 0 0.25
102 5 -0.15 0.15 0 0.25
102 6 -0.25 0.2 0 0.3
102 7 -0.25 0.2 0 0.35
103 0 0 0.3 -0.25 -0.1
103 1 0 0.3 -0.25 -0.1
103 2 0 0.3 -0.25 -0.05
103 3 0 0.3 -0.25 -0.05
103 4 -0.05 0.25 -0.25 -0.1
103 5 -0.25 0 0.1 0.25
103 6 -0.1 0.25 -0.3 -0.1
103 7 -0.15 0.25 -0.35 -0.1
104 0 0 0.3 -0.25 -0.05
104 1 0 0.25 -0.25 -0.05
104 2 0 0.25 -0.25 -0.05
104 3 0 0.25 -0.25 -0.05
104 4 -0.05 0.25 -0.25 -0.05
104 5 -0.05 0.25 -0.25 -0.05
104 6 -0.05 0.25 -0.3 -0.05
104 7 -0.1 0.25 -0.3 -0.05
105 0 0 0.25 -0.25 0.05
105 1 0 0.25 -0.25 0.05
105 2 0 0.25 -0.25 0.05
105 3 0 0.25 -0.25 0.05
105 4 -0.05 0.25 -0.25 0.05
105 5 -0.05 0.25 -0.25 0.05
105 6 -0.05 0.25 -0.3 0.05
105 7 -0.1 0.25 -0.3 0.05
106 0 0 0.25 -0.25 0.1
106 1 0 0.25 -0.25 0.1
106 2 0 0.25 -0.25 0.1
106 3 0 0.25 -0.25 0.1
106 4 -0.05 0.25 -0.25 0.1
106 5 -0.1 0.25 -0.25 0.1
106 6 -0.1 0.25 -0.3 0.15
106 7 -0.1 0.2 -0.3 0.1
107 0 0 0.25 -0.2 0.15
107 1 0 0.25 -0.2 0.15
107 2 0 0.3 -0.2 0.15
107 3 -0.05 0.25 -0.2 0.15
107 4 -0.05 0.25 -0.25 0.15
107 5 -0.05 0.25 -0.25 0.15
107 6 -0.05 0.25 -0.25 0.15
107 7 -0.1 0.25 -0.25 0.2
108 0 0 0.25 -0.15 0.2
108 1 0 0.25 -0.15 0.2
108 2 0 0.25 -0.15 0.2
108 3 -0.05 0.25 -0.15 0.2
108 4 -0.05 0.25 -0.15 0.2
108 5 -0.05 0.2 -0.15 0.2
108 6 -0.1 0.2 -0.15 0.2
108 7 -0.1 0.25 -0.15 0.2
109 0 0 0.25 -0.1 0.25
109 1 0 0.25 -0.1 0.25
109 2 0 0.25 -0.1 0.25
109 3 0 0.25 -0.1 0.25
109 4 -0.05 0.25 -0.1 0.25
109 5 -0.05 0.2 -0.1 0.25
109 6 -0.05 0.2 -0.1 0.35
109 7 -0.1 0.2 -0.1 0.3
110 0 0 0.25 -0.05 0.25
110 1 0 0.25 -0.05 0.25
110 2 -0.05 0.25 -0.05 0.25
110 3 -0.05 0.2 -0.05 0.25
110 4 -0.05 0.2 -0.05 0.25
110 5 -0.05 0.2 -0.05 0.25
110 6 -0.05 0.25 -0.05 0.3
110 7 -0.1 0.25 -0.05 0.35
111 0 -0.05 0.25 0 0.25
111 1 -0.1 0.25 0 0.25
111 2 -0.1 0.25 0 0.25
111 3 -0.1 0.2 0 0.25
111 4 -0.1 0.2 0 0.25
111 5 -0.1 0.2 -0.05 0.25
111 6 -0.15 0.2 0 0.35
111 7 -0.15 0.2 0.05 0.35
112 0 0.1 0.45 -0.25 -0.05
112 1 0.1 0.45 -0.25 -0.05
112 2 0.1 0.35 -0.25 -0.05
112 3 0.05 0.45 -0.25 -0.05
112 4 0.05 0.35 -0.25 -0.05
112 5 0.05 0.4 -0.25 -0.05
112 6 0.05 0.35 -0.3 -0.1
112 7 0.05 0.45 -0.35 -0.1
113 0 0.1 0.35 -0.25 0
113 1 0.1 0.35 -0.25 0
113 2 0.05 0.35 -0.25 0
113 3 0.05 0.35 -0.25 0
113 4 0.05 0.35 -0.25 0
113 5 0.05 0.35 -0.25 0.05
113 6 0 0.35 -0.3 0
113 7 0 0.35 -0.35 0
114 0 0.1 0.35 -0.25 0.05
114 1 0.05 0.35 -0.25 0.05
114 2 0.05 0.35 -0.25 0.05
114 3 0.05 0.4 -0.25 0.05
114 4 0.05 0.4 -0.25 0.05
114 5 0.05 0.35 -0.25 0.05
114 6 0 0.35 -0.3 0.05
114 7 0 0.35 -0.3 0.05
115 0 0.1 0.35 -0.25 0.1
115 1 0.05 0.3 -0.25 0.1
115 2 0.05 0.3 -0.25 0.1
115 3 0.05 0.3 -0.25 0.1
115 4 0.05 0.3 -0.25 0.1
115 5 0 0.3 -0.25 0.15
115 6 0 0.4 -0.3 0.1
115 7 0 0.35 -0.35 0.15
116 0 0.05 0.3 -0.2 0.15
116 1 0.05 0.3 -0.2 0.15
116 2 0.05 0.3 -0.2 0.15
116 3 0.05 0.3 -0.2 0.15
116 4 0 0.3 -0.2 0.15
116 5 0 0.3 -0.2 0.15
116 6 0 0.3 -0.2 0.2
116 7 0 0.3 -0.25 0.2
117 0 0.05 0.3 -0.15 0.2
117 1 0.05 0.3 -0.15 0.2
117 2 0.05 0.3 -0.15 0.2
117 3 0 0.35 -0.15 0.2
117 4 0 0.3 -0.15 0.2
117 5 0 0.3 -0.2 0.25
117 6 0 0.25 -0.15 0.25
117 7 0 0.25 -0.15 0.25
118 0 0.05 0.3 -0.1 0.25
118 1 0.05 0.3 -0.1 0.25
118 2 0.05 0.3 -0.1 0.25
118 3 0 0.25 -0.1 0.25
118 4 0 0.25 -0.1 0.25
118 5 0 0.25 -0.1 0.25
118 6 0 0.25 -0.1 0.35
118 7 -0.05 0.25 -0.1 0.3
119 0 0.05 0.25 -0.05 0.25
119 1 0.05 0.3 -0.05 0.25
119 2 -0.1 0.3 -0.05 0.25
119 3 -0.05 0.3 -0.05 0.25
119 4 -0.05 0.25 -0.05 0.25
119 5 0 0.3 -0.05 0.25
119 6 -0.05 0.25 -0.05 0.35
119 7 -0.05 0.25 -0.05 0.35
120 0 -0.05 0.3 0 0.25
120 1 -0.1 0.3 0 0.25
120 2 -0.05 0.3 0 0.25
120 3 -0.05 0.25 0 0.25
120 4 -0.05 0.25 0 0.25
120 5 -0.05 0.25 0.05 0.25
120 6 -0.15 0.25 0.05 0.3
120 7 -0.1 0.25 0.05 0.35
121 0 0.2 0.55 -0.25 -0.05
121 1 0.2 0.55 -0.25 -0.05
121 2 0.15 0.55 -0.25 -0.05
121 3 0.15 0.6 -0.25 -0.05
121 4 0.15 0.6 -0.25 -0.05
121 5 0.15 0.6 -0.25 -0.05
121 6 0.15 0.6 -0.3 -0.05
121 7 0.15 0.55 -0.35 -0.05
122 0 0.2 0.45 -0.25 0
122 1 0.15 0.4 -0.25 0
122 2 0.15 0.45 -0.25 0
122 3 0.15 0.4 -0.25 0.05
122 4 0.15 0.45 -0.25 0
122 5 0.1 0.45 -0.25 0
122 6 0.1 0.45 -0.3 0.05
122 7 0.1 0.4 -0.3 0
123 0 0.15 0.4 -0.25 0.1
123 1 0.15 0.4 -0.25 0.1
123 2 0.15 0.4 -0.25 0.1
123 3 0.15 0.4 -0.25 0.1
123 4 0.1 0.4 -0.25 0.1
123 5 0.1 0.4 -0.25 0.1
123 6 0.1 0.4 -0.3 0.1
123 7 0.1 0.4 -0.3 0.1
124 0 0.15 0.4 -0.25 0.15
124 1 0.15 0.4 -0.25 0.15
124 2 0.05 0.4 -0.25 0.15
124 3 0.1 0.35 -0.25 0.15
124 4 0.1 0.35 -0.25 0.15
124 5 0.1 0.4 -0.25 0.15
124 6 0.05 0.35 -0.25 0.15
124 7 0.1 0.35 -0.25 0.15
125 0 0.1 0.35 -0.2 0.15
125 1 0.1 0.35 -0.2 0.2
125 2 0.1 0.4 -0.2 0.2
125 3 0.1 0.4 -0.2 0.2
125 4 0.1 0.35 -0.2 0.2
125 5 0.05 0.35 -0.2 0.2
125 6 0.1 0.4 -0.2 0.2
125 7 -0.05 0.4 -0.2 0.2
126 0 0.1 0.35 -0.1 0.2
126 1 0.1 0.35 -0.15 0.25
126 2 0.1 0.35 -0.15 0.25
126 3 0.1 0.35 -0.15 0.25
126 4 0.05 0.35 -0.15 0.25
126 5 0.05 0.35 -0.1 0.25
126 6 0.05 0.35 -0.15 0.25
126 7 0.05 0.35 -0.15 0.25
127 0 0.1 0.35 -0.05 0.25
127 1 0.1 0.35 -0.05 0.25
127 2 0.1 0.35 -0.05 0.25
127 3 0.1 0.35 -0.05 0.25
127 4 0.05 0.35 -0.05 0.25
127 5 0.05 0.35 -0.05 0.25
127 6 0 0.3 -0.05 0.3
127 7 0.05 0.3 -0.05 0.3
128 0 0.1 0.3 0 0.25
128 1 -0.05 0.3 0 0.25
128 2 0 0.35 0 0.25
128 3 0.05 0.3 0 0.25
128 4 0.05 0.3 0 0.25
128 5 0.05 0.3 0 0.25
128 6 0 0.3 0 0.3
128 7 -0.05 0.3 0 0.35
129 0 -0.05 0.35 0 0.25
129 1 0 0.3 0 0.25
129 2 0.05 0.3 0.05 0.25
129 3 0.05 0.3 0.05 0.25
129 4 0 0.3 0.05 0.25
129 5 0 0.3 0.05 0.25
129 6 -0.05 0.3 0.05 0.3
129 7 -0.1 0.3 0.05 0.35
130 0 0.25 0.75 -0.25 0
130 1 0.25 0.75 -0.25 0
130 2 0.25 0.75 -0.25 0
130 3 0.2 0.8 -0.25 0
130 4 0.25 0.8 -0.25 0
130 5 0.25 0.65 -0.25 0
130 6 0.2 0.7 -0.35 0
130 7 0.2 0.75 -0.35 0
131 0 0.25 0.5 -0.25 0.05
131 1 0.25 0.5 -0.25 0.05
131 2 0.2 0.5 -0.25 0.05
131 3 0.25 0.6 -0.25 0.05
131 4 0.2 0.55 -0.25 0.05
131 5 0.2 0.5 -0.25 0.05
131 6 0.15 0.6 -0.3 0.1
131 7 0.15 0.65 -0.3 0.05
132 0 0.2 0.45 -0.25 0.1
132 1 0.2 0.45 -0.25 0.1
132 2 0.2 0.45 -0.25 0.1
132 3 0.2 0.5 -0.25 0.1
132 4 0.2 0.45 -0.25 0.15
132 5 0.2 0.45 -0.25 0.1
132 6 0.15 0.5 -0.3 0.1
132 7 0.15 0.45 -0.3 0.1
133 0 0.2 0.45 -0.2 0.15
133 1 0.2 0.45 -0.2 0.15
133 2 0.2 0.45 -0.2 0.15
133 3 0.15 0.45 -0.2 0.15
133 4 0.15 0.45 -0.2 0.15
133 5 0.15 0.5 -0.25 0.2
133 6 0.15 0.45 -0.2 0.2
133 7 0.15 0.45 -0.3 0.25
134 0 0.15 0.4 -0.15 0.2
134 1 0.15 0.4 -0.15 0.2
134 2 0.15 0.4 -0.15 0.2
134 3 0.15 0.4 -0.15 0.2
134 4 0.15 0.4 -0.15 0.25
134 5 0.1 0.4 -0.15 0.2
134 6 0.15 0.4 -0.15 0.25
134 7 0.1 0.45 -0.15 0.25
135 0 0.15 0.4 -0.1 0.25
135 1 0.15 0.4 -0.1 0.25
135 2 0.15 0.4 -0.1 0.25
135 3 0.15 0.4 -0.1 0.25
135 4 0.1 0.4 -0.1 0.25
135 5 0.15 0.4 -0.1 0.25
135 6 0.1 0.4 -0.1 0.3
135 7 0.1 0.45 -0.1 0.3
136 0 0.15 0.35 -0.05 0.25
136 1 0.15 0.4 -0.05 0.25
136 2 0.15 0.4 -0.05 0.25
136 3 0.05 0.35 -0.05 0.25
136 4 0.1 0.35 -0.05 0.25
136 5 0.1 0.35 -0.05 0.25
136 6 0.1 0.35 -0.05 0.3
136 7 0.1 0.4 -0.05 0.3
137 0 0 0.35 0 0.25
137 1 0.05 0.35 0 0.25
137 2 0.05 0.35 0 0.25
137 3 0.1 0.35 0 0.25
137 4 0.1 0.35 0 0.25
137 5 0.05 0.35 0 0.25
137 6 0.1 0.35 0 0.3
137 7 0 0.35 0 0.35
138 0 0.05 0.35 0.05 0.25
138 1 0.05 0.35 0.05 0.25
138 2 0.05 0.35 0.05 0.25
138 3 0.05 0.35 0.05 0.25
138 4 0.05 0.35 0.05 0.25
138 5 0.05 0.35 0.05 0.25
138 6 0 0.35 0.05 0.3
138 7 -0.1 0.4 0.05 0.35
139 0 0.3 0.7 -0.25 0.05
139 1 0.3 0.7 -0.25 0.05
139 2 0.35 0.75 -0.25 0.05
139 3 0.3 0.75 -0.25 0.05
139 4 0.3 0.8 -0.25 0.05
139 5 0.3 0.8 -0.25 0.05
139 6 0.35 0.8 -0.35 0.05
139 7 0.3 0.8 -0.35 0.05
140 0 0.3 0.55 -0.25 0.1
140 1 0.3 0.55 -0.25 0.1
140 2 0.3 0.55 -0.25 0.1
140 3 0.3 0.55 -0.25 0.1
140 4 0.3 0.55 -0.25 0.1
140 5 0.3 0.6 -0.25 0.1
140 6 0.25 0.6 -0.3 0.1
140 7 0.2 0.6 -0.35 0.1
141 0 0.3 0.55 -0.25 0.15
141 1 0.25 0.55 -0.2 0.15
141 2 0.25 0.55 -0.2 0.15
141 3 0.25 0.55 -0.25 0.15
141 4 0.2 0.55 -0.25 0.15
141 5 0.25 0.55 -0.25 0.15
141 6 0.2 0.55 -0.25 0.2
141 7 0.25 0.55 -0.25 0.15
142 0 0.25 0.5 -0.15 0.2
142 1 0.25 0.5 -0.15 0.2
142 2 0.25 0.5 -0.2 0.2
142 3 0.2 0.5 -0.2 0.2
142 4 0.2 0.5 -0.2 0.2
142 5 0.25 0.5 -0.2 0.2
142 6 0.2 0.55 -0.2 0.2
142 7 0.15 0.5 -0.2 0.2
143 0 0.2 0.45 -0.1 0.2
143 1 0.2 0.45 -0.1 0.25
143 2 0.2 0.45 -0.1 0.25
143 3 0.2 0.5 -0.1 0.25
143 4 0.2 0.45 -0.1 0.25
143 5 0.2 0.5 -0.1 0.25
143 6 0.2 0.5 -0.15 0.25
143 7 0.2 0.5 -0.15 0.25
144 0 0.2 0.45 -0.05 0.25
144 1 0.2 0.45 -0.05 0.25
144 2 0.2 0.45 -0.05 0.25
144 3 0.2 0.45 -0.05 0.25
144 4 0.2 0.45 -0.05 0.25
144 5 0.15 0.45 -0.05 0.25
144 6 0.15 0.45 -0.05 0.35
144 7 0.15 0.5 -0.05 0.3
145 0 0.2 0.4 -0.05 0.25
145 1 0.15 0.45 0 0.25
145 2 0.15 0.4 0 0.25
145 3 0.15 0.45 0 0.25
145 4 0.15 0.4 0 0.25
145 5 0.15 0.45 -0.05 0.25
145 6 0.15 0.45 0 0.3
145 7 0.1 0.45 0 0.35
146 0 0.1 0.4 0 0.25
146 1 0.1 0.4 0 0.25
146 2 0.15 0.4 0 0.25
146 3 0.15 0.4 0 0.25
146 4 0.15 0.4 0.05 0.25
146 5 0.15 0.4 0.05 0.25
146 6 0.05 0.4 0.05 0.3
146 7 0.1 0.4 0.05 0.35
147 0 0.1 0.4 0.05 0.25
147 1 0.15 0.4 0.05 0.25
147 2 0.15 0.4 0.05 0.25
147 3 0.15 0.4 0.05 0.25
147 4 0.05 0.4 0.05 0.25
147 5 0 0.4 0.05 0.25
147 6 0.05 0.4 0.1 0.35
147 7 0.05 0.4 0.1 0.35
148 0 0.4 0.8 -0.25 0.1
148 1 0.4 0.8 -0.25 0.1
148 2 0.4 0.8 -0.25 0.1
148 3 0.4 0.8 -0.25 0.1
148 4 0.4 0.8 -0.25 0.1
148 5 0.35 0.8 -0.25 0.05
148 6 0.4 0.85 -0.3 0.1
148 7 0.35 0.85 -0.35 0.1
149 0 0.35 0.6 -0.25 0.15
149 1 0.35 0.65 -0.25 0.15
149 2 0.35 0.65 -0.25 0.15
149 3 0.35 0.65 -0.25 0.15
149 4 0.35 0.65 -0.25 0.15
149 5 0.35 0.65 -0.25 0.2
149 6 0.3 0.65 -0.25 0.2
149 7 0.3 0.65 -0.3 0.15
150 0 0.3 0.55 -0.15 0.15
150 1 0.35 0.6 -0.2 0.15
150 2 0.3 0.6 -0.2 0.15
150 3 0.3 0.6 -0.2 0.2
150 4 0.3 0.6 -0.2 0.2
150 5 0.3 0.65 -0.2 0.2
150 6 0.3 0.65 -0.2 0.2
150 7 0.25 0.65 -0.2 0.2
151 0 0.3 0.55 -0.15 0.2
151 1 0.3 0.55 -0.15 0.2
151 2 0.3 0.55 -0.15 0.2
151 3 0.3 0.55 -0.15 0.25
151 4 0.3 0.6 -0.15 0.25
151 5 0.25 0.55 -0.15 0.25
151 6 0.25 0.55 -0.15 0.25
151 7 0.25 0.55 -0.15 0.25
152 0 0.25 0.5 -0.1 0.25
152 1 0.25 0.5 -0.1 0.25
152 2 0.25 0.5 -0.1 0.25
152 3 0.25 0.5 -0.1 0.25
152 4 0.25 0.5 -0.1 0.25
152 5 0.25 0.55 -0.1 0.25
152 6 0.2 0.55 -0.1 0.3
152 7 0.25 0.55 -0.1 0.3
153 0 0.25 0.5 -0.05 0.25
153 1 0.25 0.5 -0.05 0.25
153 2 0.25 0.5 -0.1 0.25
153 3 0.25 0.5 -0.05 0.25
153 4 0.25 0.5 -0.05 0.25
153 5 0.25 0.5 -0.05 0.25
153 6 0.25 0.5 -0.05 0.3
153 7 0.2 0.55 -0.1 0.35
154 0 0.2 0.45 0 0.25
154 1 0.2 0.45 0 0.25
154 2 0.2 0.45 0 0.25
154 3 0.2 0.5 0 0.25
154 4 0.2 0.5 0 0.25
154 5 0.2 0.5 0 0.25
154 6 0.2 0.5 0 0.3
154 7 0.2 0.5 0 0.35
155 0 0.2 0.45 0.05 0.25
155 1 0.2 0.45 0.05 0.25
155 2 0.2 0.45 0.05 0.25
155 3 0.2 0.45 0.05 0.25
155 4 0.2 0.45 0.05 0.25
155 5 0.2 0.45 0.05 0.25
155 6 0.2 0.45 0.05 0.35
155 7 0.2 0.45 0.05 0.35
156 0 0.45 0.8 -0.25 0.1
156 1 0.45 0.8 -0.25 0.15
156 2 0.45 0.8 -0.25 0.15
156 3 0.45 0.8 -0.25 0.15
156 4 0.45 0.8 -0.25 0.15
156 5 0.45 0.8 -0.25 0.2
156 6 0.35 0.9 -0.3 0.15
156 7 0.45 0.9 -0.3 0.15
157 0 0.4 0.8 -0.25 0.15
157 1 0.4 0.8 -0.25 0.15
157 2 0.4 0.8 -0.25 0.15
157 3 0.45 0.8 -0.25 0.15
157 4 0.4 0.8 -0.25 0.2
157 5 0.4 0.8 -0.25 0.2
157 6 0.35 0.85 -0.3 0.2
157 7 0.4 0.9 -0.3 0.2
158 0 0.4 0.65 -0.15 0.2
158 1 0.4 0.65 -0.15 0.2
158 2 0.35 0.65 -0.15 0.2
158 3 0.4 0.7 -0.15 0.25
158 4 0.4 0.7 -0.2 0.2
158 5 0.35 0.7 -0.15 0.25
158 6 0.4 0.7 -0.15 0.25
158 7 0.35 0.7 -0.2 0.25
159 0 0.35 0.6 -0.1 0.25
159 1 0.35 0.6 -0.1 0.25
159 2 0.35 0.6 -0.1 0.25
159 3 0.35 0.65 -0.1 0.25
159 4 0.35 0.65 -0.1 0.25
159 5 0.3 0.65 -0.1 0.25
159 6 0.35 0.65 -0.15 0.25
159 7 0.3 0.65 -0.15 0.3
160 0 0.3 0.55 -0.05 0.25
160 1 0.3 0.55 -0.05 0.25
160 2 0.3 0.6 -0.05 0.25
160 3 0.3 0.6 -0.1 0.25
160 4 0.3 0.6 -0.05 0.25
160 5 0.3 0.65 -0.1 0.25
160 6 0.3 0.6 -0.1 0.3
160 7 0.3 0.6 -0.05 0.3
161 0 0.3 0.55 -0.05 0.25
161 1 0.3 0.55 -0.05 0.25
161 2 0.3 0.55 -0.05 0.25
161 3 0.3 0.55 -0.05 0.25
161 4 0.25 0.55 -0.05 0.25
161 5 0.25 0.55 -0.05 0.25
161 6 0.2 0.55 0 0.3
161 7 0.25 0.55 0 0.35
162 0 0.25 0.5 0 0.25
162 1 0.25 0.5 0 0.25
162 2 0.25 0.5 0 0.25
162 3 0.25 0.55 0 0.25
162 4 0.25 0.55 0 0.25
162 5 0.25 0.55 0 0.25
162 6 0.25 0.55 0 0.35
162 7 0.25 0.55 0.05 0.35
